"GEOID","NHPD Property ID","PropertyStatus","Property Name","Property Address","City","State","Zip","Active Subsidies","TargetTenantType","Occupancy Rate","0-1 BedroomUnits","TwoBedroomUnits","ThreePlusBedroomUnits","Percent of ELI Households","HUD Property ID","FairMarketRent_2BR","Owner Type","EarliestStartDate","Total Units","Section 8 Housing Units","Supportive Housing Elderly","FHA Loan Units","FHA Loan Sub_Program Units","Low Income Housing Tax Credit","Low Income Housing Tax Credit sub-program","HOME Grants","Rural Rental Housing"
13121005502,1038278,Active,VILLAGE AT CARVER APARTMENTS P,"174 Moury Ave SW",Atlanta,GA,"30315-3422",5,Family,,0,0,0,,800240365,980,Multiple,"11/30/2001",216,,,216,,0,,,
13121005502,1038044,Active,VERANDA AT CARVER,"217 Thirkield Ave SW",Atlanta,GA,"30315-3514",4,Elderly,,82,8,0,,800222218,980,Multiple,"1/1/2006",90,,,90,,,,,
13121005700,1038604,Active,PITTSBURGH PHASE I LP,"765 McDaniel St SW",Atlanta,GA,"30310-5300",3,,,90,60,0,,,1010,For Profit,"1/1/2006",220,,,,,120,120,,
13121005700,1127391,Active,,"902 McDaniel St SW",Atlanta,GA,"30310-3018",1,,,,,,,,1010,,"4/21/2017",1,,,,,,,1,
13121005700,1127389,Active,,"803 Humphries St SW",Atlanta,GA,"30310-2129",1,,,,,,,,1010,,"4/21/2017",1,,,,,,,1,
13121005700,1039234,Active,PCIA - 886 MCDANIEL STREET SW,"886 McDaniel St SW",Atlanta,GA,"30310",1,,,,,,,,1010,,"7/11/2013",1,,,,,,,1,
13121005800,1038602,Active,ASHLEY WEST END,"707 Lee St SW",Atlanta,GA,"30310",1,,,21,30,17,,,1010,For Profit,"1/1/2001",100,,,,,100,,,
13121006000,1038538,Active,WESTVIEW LOFTS,"1528 Ralph David Abernathy Blvd SW",Atlanta,GA,"30310-1268",1,,,21,,,,,1010,For Profit,"1/1/2005",21,,,,,16,,,
13121006300,1127380,Active,,"1000 Hubbard St SW",Atlanta,GA,"30310-3136",1,,,,,,,,1010,,"6/27/2016",1,,,,,,,1,
13121006300,1127381,Active,,"1006 Hubbard St SW",Atlanta,GA,"30310-3136",1,,,,,,,,1010,,"3/22/2017",1,,,,,,,1,
13121006300,1127382,Active,,"1154 Sims St SW",Atlanta,GA,"30310-3503",1,,,,,,,,1010,,"3/5/2015",1,,,,,,,1,
13121006300,1127383,Active,,"1169 McDaniel St SW",Atlanta,GA,"30310-3655",1,,,,,,,,1010,,"8/2/2016",1,,,,,,,1,
13121006300,1039194,Active,PCIA - 1106 IRA STREET SW,"1106 Ira St SW",Atlanta,GA,"30310",1,,,,,,,,1010,,"7/11/2013",1,,,,,,,1,
13121006400,1038298,Active,GRANT PARK APARTMENTS,"548 Burroughs St SE",Atlanta,GA,"30315-3032",1,,,102,36,164,,,980,Multiple,"1/1/1995",302,,,,,291,,,
13121006500,1039198,Active,CAMP CDC,"1401 Belmont Ave SW",Atlanta,GA,"30310",1,,,,,,,,1010,,"4/25/2012",1,,,,,,,1,
13121006601,1013176,Active,PHOENIX HOUSE,"1296 Murphy Ave SW",Atlanta,GA,"30310-4002",2,,,0,0,0,,,1010,,"5/5/2000",69,,,,,0,,21,
13121006601,1127385,Active,GATEWAY CAPITOL VIEW,"1374 Murphy Ave SW",Atlanta,GA,"30310-4003",1,,,0,0,0,,,1010,,"11/14/2017",162,,,,,0,,33,
13121006602,1038074,Active,OAKLAND CITY / WEST END APARTMENTS,"1191 Oakland Ln SW",Atlanta,GA,"30310-4089",2,Family,96,14,66,31,91,800004886,1010,Non-Profit,"4/1/1984",111,111,,111,,,,,
13121006700,1039121,Active,BETMAR VILLAGE,"345 Ashwood Ave SW",Atlanta,GA,"30315",3,Elderly,100,48,,,74,800232093,980,Profit Motivated,"1/1/2014",48,36,,,,47,,35,
13121006700,1038251,Active,REED STREET,"60 Love St SW",Atlanta,GA,"30315",1,,,,,,,,980,Non-Profit,"1/1/1994",30,,,,,30,,,
13121006700,1038523,Active,COULMBIA HIGH PT EASTATES SR,"220 Bowen Cir SW",Atlanta,GA,"30315-2605",2,,,94,55,0,,,980,For Profit,"1/1/2002",94,,,,,0,0,,
13121006700,1038833,Active,RENAISSANCE AT PARK PLACE SOUTH,"240 Amal Dr SW",Atlanta,GA,"30315-4859",1,,,70,30,,,,980,For Profit,"1/1/2003",100,,,,,80,,,
13121006700,1038536,Active,COLUMBIA BLACKSHEAR SR,"14 Meldon Ave SW",Atlanta,GA,"30315-3812",1,,,77,,,,,980,For Profit,"1/1/2007",77,,,,,77,,,
13121006700,1038547,Active,VILLAGES AT CARVER APARTMENTS,"178 Moury Ave SW",Atlanta,GA,"30315-3446",3,Family,100,,,,54,800240364,980,Multiple,"1/1/2008",165,,,165,,165,,,
13121006700,1038541,Active,AMAL HEIGHTS APARTMENTS,"1700 Giben Rd SW",Atlanta,GA,"30315-4814",2,Family,,0,0,0,,800227346,980,For Profit,"1/1/2010",192,,,192,,192,0,,
13121006700,1038146,Inconclusive,THORNTON PLACE,"1599 Pryor Rd SW",Atlanta,GA,"30315-3721",0,,,0,0,0,,,980,For Profit,"1/1/1990",12,,,,,0,,,
13121006700,1039200,Active,HERITAGE VILLAGE,"1417 Pryor Rd SW",Atlanta,GA,"30315",2,,,,,,,,980,,"11/1/1951",452,,,452,,,,86,
13121006802,1037917,Active,FOREST COVE APARTMENTS                            ,"900 New Town Cir SE",Atlanta,GA,"30315-5441",1,Family,94,,108,288,90,800037046,980,Profit Motivated,"4/18/2005",396,396,,,,,,,
13121006900,1038555,Active,GRANT PARK COMMONS,"1940 Fisher Rd SE",Atlanta,GA,"30315-4532",1,,,,331,14,,,1106,For Profit,"1/1/1996",338,,,,,338,,,
13121007001,1108287,Active,COLONIAL SQUARE,"2637 Old Hapeville Rd SW",Atlanta,GA,"30315",1,,,,,,,,980,,"1/1/1999",192,,,,,,,,
13121007002,1038545,Active,RICHMOND OAKS,"1770 Richmond Cir SE",Atlanta,GA,"30315-5373",2,,,0,0,0,,,980,For Profit,"1/1/2003",181,,,,,0,181,,
13121007100,1038612,Active,CONSTITUTION AVENUE,"960 Constitution Rd SE",Atlanta,GA,"30315-6836",2,,,,,,,,980,For Profit,"1/1/2006",166,,,,,166,,166,
13121007200,1038335,Active,COLUMBIA HILL (DUTCH HILL,"3450 Forrest Park Rd SE",Atlanta,GA,"30354-3439",10,,,0,0,0,,,990,Multiple,"7/1/1982",122,,,,,122,,1,
13121007300,1018455,Inconclusive,GLENROSE GARDENS - BRANDYWINE,"85 Mount Zion Rd SW",Atlanta,GA,"30354-2349",0,Family,83,7,43,30,75,800004636,990,Profit Motivated,"8/1/2014",238,80,,,,,,,
13121007300,1018445,Active,OXFORD VILLAGE TOWNHOUSES                         ,"2980 Jonesboro Rd SE",Atlanta,GA,"30354-4202",1,Family,89,9,118,61,90,800004892,990,Non-Profit,"5/1/2018",188,188,,,,,,,
13121007300,1038403,Active,SUMMERDALE/ BRIARWOOD,"2786 Hapeville Rd SW",Atlanta,GA,"30354-2068",1,,,,90,10,,,990,Multiple,"1/1/1997",100,,,,,100,,,
13121007300,1038595,Active,HIGHBURY CO,"50 Mount Zion Rd SW",Atlanta,GA,"30354-2359",4,,,16,96,16,,,990,For Profit,"9/1/1987",142,,,128,,142,0,,
13121007300,1038437,Active,SUMMERDALE COMMONS,"2745 Hapeville Rd SW",Atlanta,GA,"30354-2073",1,,,,,,,,990,For Profit,"1/1/1998",74,,,,,74,,,
13121007300,1038591,Active,EVERGREEN VILLAGE ESTATES,"445 Cleveland Ave SE",Atlanta,GA,"30354-2200",1,,,,,,,,990,For Profit,"1/1/1999",200,,,,,,,,
13121007300,1038577,Active,VINEYARDS OF BROWNS MILLS,"2738 Vineyards Dr SE",Atlanta,GA,"30354-2223",1,,,,,,,,990,For Profit,"1/1/2005",210,,,,,210,,,
13121007300,1038549,Active,AVALON RIDGE,"183 Mount Zion Rd SE",Atlanta,GA,"30354-2119",3,Family,,24,122,76,,800234584,990,For Profit,"1/1/2008",222,,,222,,199,199,,
13121007300,1108431,Active,ASHTON BROWNS MILL,"500 Cleveland Ave SE",Atlanta,GA,"30354-2273",1,,,59,41,0,,,990,,"1/1/2009",100,,,,,,,,
13121007400,1037909,Active,TRINITY TOWERS,"2611 Springdale Rd SW",Atlanta,GA,"30315-7137",4,Elderly,99,240,,,87,800005020,980,Multiple,"7/1/1976",240,232,,240,240,239,,,
13121007400,1037966,Active,HERITAGE GREEN APARTMENTS,"2891 Springdale Rd SW",Atlanta,GA,"30315-7800",1,,,60,41,8,,,980,For Profit,"1/1/2003",108,,,,,87,,,
13121007400,1038599,Active,CRESENT HILLS,"532 Cleveland Ave SW",Atlanta,GA,"30315-8000",1,,,,,,,,980,For Profit,"1/1/2004",124,,,,,240,,,
13121007500,1106663,Active,LAKEWOOD CHRISTIAN MANOR,"2141 Springdale Rd SW",Atlanta,GA,"30315-6100",2,Elderly,95,250,0,0,92,800004827,980,Profit Motivated,"2/1/1975",250,50,,,,250,,,
13121007500,1038137,Active,SANTA FE VILLAS,"2370 Metropolitan Pkwy SW",Atlanta,GA,"30315-6238",1,,,,,,,,980,,"1/1/1995",144,,,,,144,,,
13121007500,1038561,Active,BROOKSIDE PARK,"2000 Rambling Dr SW",Atlanta,GA,"30315-5928",1,,,,,,,,980,For Profit,"1/1/2004",200,,,,,200,,,
13121007500,1038530,Active,COLUMBIA AT SYLVAN HILLS,"1150 Astor Ave SW",Atlanta,GA,"30310-4856",1,,,,,,,,980,For Profit,"1/1/2007",191,,,,,191,,,
13121007602,1018443,Active,PROVIDENCE MANOR                                  ,"2447 Campbellton Rd SW",Atlanta,GA,"30311-3802",1,Elderly,97,45,0,0,82,800223848,970,Non-Profit,"8/11/2018",46,45,,,,,,,
13121007602,1038407,Active,WELLS COURT COMMONS,"1856 Wells Dr SW",Atlanta,GA,"30311-3839",1,,,,62,,,,970,Multiple,"1/1/1996",62,,,,,62,,,
13121007603,1037790,Active,BAPTIST TOWERS,"1881 Myrtle Dr SW",Atlanta,GA,"30311-4961",3,Elderly,97,268,,,82,800004621,970,Profit Motivated,"10/1/1972",300,268,,300,,300,,,
13121007603,1038095,Active,QLS HAVEN,"1840 Campbellton Rd SW",Atlanta,GA,"30311-4168",1,Elderly,99,119,0,0,85,800004924,970,Non-Profit,"5/1/2019",120,119,,,,,,,
13121007603,1038151,Active,QLS GARDENS APARTMENTS,"1870 Campbellton Rd SW",Atlanta,GA,"30311-4131",3,,,,,,,800244636,970,,"4/1/1978",203,,,203,,202,,202,
13121007603,1038495,Active,BRENTWOOD HEIGHTS,"2060 Alison Ct SW",Atlanta,GA,"30311-4924",1,,,148,50,,,,970,,"1/1/2001",198,,,,,149,,,
13121007603,1038493,Active,BRENTWOOD CREEK,"1935 Alison Ct SW",Atlanta,GA,"30311-5065",2,,,112,72,80,,,970,For Profit,"1/1/2001",250,,,,,177,177,,
13121007603,1038551,Active,LILLIE R CAMPBELL HOUSE,"1830 Campbellton Rd SW",Atlanta,GA,"30311-4176",1,,,,,,,,970,For Profit,"1/1/2008",96,,,,,96,,,
13121007603,1039002,Active,BAPTIST GARDENS,"1928 Delowe Dr SW",Atlanta,GA,"30311",1,,,,,,,,970,For Profit,"1/1/2012",100,,,,,100,,,
13121007604,1038557,Active,PARK AT LAKEWOOD,"1991 Delowe Dr SW",Atlanta,GA,"30311-4736",3,,,,,,,,970,,"3/1/1988",299,,,299,299,120,,,
13121007604,1038559,Active,PRESERVE AT BENT CREEK,"1994 Bent Creek Way SW",Atlanta,GA,"30311-3827",1,,,,,,,,970,For Profit,"1/1/2006",323,,,,,323,,,
13121007704,1106976,Active,HUNTINGWOOD POINTE - CASCADE PINES APARTMENTS,"2909 Campbellton Rd SW",Atlanta,GA,"30311-4508",2,,,94,191,91,,,970,,"12/1/1988",376,,,376,,376,0,,
13121007704,1038580,Active,VILLAGES OF CASCADE APARTMENTS,"3041 Landrum Dr SW",Atlanta,GA,"30311-4209",1,,,,,,,,970,For Profit,"11/1/1976",180,,,,,,,,
13121007705,1038106,Active,ASBURY HARRIS EPWORTH TOWERS,"3033 Continental Colony Pkwy SW",Atlanta,GA,"30331-3039",2,Elderly,94,160,0,0,77,800004744,1090,Non-Profit,"4/1/1972",160,160,,160,,,,,
13121007705,1018447,Active,QLS MEADOWS                                       ,"3060 Continental Colony Pkwy SW",Atlanta,GA,"30331-3061",1,Elderly,99,93,0,0,79,800064666,1090,Non-Profit,"11/1/2018",94,93,,,,,,,
13121007705,1038239,Active,GREENBRIAR COMMONS,"3000 Stone Hogan Connector Rd SW",Atlanta,GA,"30331-2834",2,Family,,,,,,800234955,1090,For Profit,"1/1/1993",173,,,173,,174,,,
13121007705,1038171,Active,COLUMBIA COLONY SENIOR RESIDEN,"2999 Continental Colony Pkwy SW",Atlanta,GA,"30331-3068",3,Family,,,,,,800237695,1090,,"1/1/2001",122,,,122,,93,,93,
13121007705,1038582,Active,HIDDEN CRESTE APARTMENTS,"3200 Stone Rd SW",Atlanta,GA,"30331-2900",1,,,,,,,,1090,For Profit,"1/1/2006",320,,,,,320,,,
13121007706,1038441,Active,TECALI CLUB APARTMENTS,"3540 N Camp Creek Pkwy SW",Atlanta,GA,"30331-3214",1,,,110,62,60,,,1090,For Profit,"1/1/1998",232,,,,,220,,,
13121007706,1038071,Active,PARK VIEW AT COVENTRY STATION,"3381 Greenbriar Pkwy SW",Atlanta,GA,"30331-2654",1,,,66,100,,,,1090,For Profit,"1/1/2007",166,,,,,141,,,
13121007706,1038709,Active,THE LEGACY AT WALTON LAKES,"4725 Walton Xing SW",Atlanta,GA,"30331",1,,,,,,,,1090,Public Entity,"1/1/2009",126,,,,,,,,
13121007706,1038268,Active,BARGE ROAD HIGHRISE,"2440 Barge Rd SW",Atlanta,GA,"30331-5251",1,,99,,0,0,88,,1090,Public Entity,"10/31/1981",129,,,,,,,,
13121007802,1038083,Active,QLS VILLA,"4020 Danforth Rd SW",Atlanta,GA,"30331-2089",1,Elderly,99,63,0,0,67,800004925,1090,Non-Profit,"8/20/1999",64,63,,,,,,,
13121007802,1038153,Active,FULTON-ATL CAA/CASCADE APARTMENTS,"3820 Old Cascade Rd SW",Atlanta,GA,"30331-3133",1,,,16,96,,,,1090,Multiple,"1/1/1998",111,,,,,111,,,
13121007802,1038487,Active,ASHLEY CRTS CASCADE PHASE THRE,"1371 Kimberly Way SW",Atlanta,GA,"30331-4621",11,Family,,24,60,72,,800216710,1090,Multiple,"1/1/2001",153,,,153,136,0,121,,
13121007802,1104756,Inconclusive,FULTON COTTON MILL LOFTS,"170 Saint Marteen Ct SW",Atlanta,GA,"30331",0,,,,,,,,1090,,,77,,,,,,,,
13121007805,1038586,Active,MARTIN HOUSE @ ADAMSVILLE PLACE,"3724 Martin Luther King Jr Dr SW",Atlanta,GA,"30331-3600",3,,,120,32,0,,,1090,For Profit,"11/11/2003",153,,,,,0,0,117,
13121007806,1038596,Active,BIG BETHEL VILLAGE,"500 Richard Allen Blvd SW",Atlanta,GA,"30331-4217",1,,,,,,,,1090,For Profit,"1/1/2003",120,,,,,120,,,
13121007806,1038603,Active,PRESERVE AT CASCADE,"751 Fairburn Rd SW",Atlanta,GA,"30331-2096",1,,,,,,,,1090,For Profit,"1/1/2005",210,,,,,210,,,
13121007807,1014978,Active,FAIRBURN-GORDON APARTMENTS,"195 Fairburn Rd NW",Atlanta,GA,"30331-1672",1,Family,91,0,33,36,93,800004748,1090,Profit Motivated,"1/1/1971",102,69,,,,,,,
13121007807,1038587,Active,BOLTON CROSSING,"3775 Martin Luther King Jr Dr SW",Atlanta,GA,"30331-3523",1,,,0,0,0,,,1090,,"1/1/1992",86,,,,,32,,,
13121007807,1039006,Active,ADAMSVILLE GREEN SENIOR,"3537 Martin Luther King Jr Dr SW",Atlanta,GA,"30331-4055",1,,,,,,,,1090,For Profit,"1/1/2010",90,,,,,90,,,
13121007808,1023243,Active,ATLANTA MANOR,"450 Fairburn Rd SW",Atlanta,GA,"30331-6111",3,Disabled,93,4,16,4,75,800005003,970,Non-Profit,"10/3/1995",24,24,24,24,,,,,
13121007808,1037877,Active,FAIRBURN TOWNE HOUSES,"400 Fairburn Rd SW",Atlanta,GA,"30331-1928",1,Family,70,9,5,14,79,800004751,970,Non-Profit,"4/1/1972",240,28,,,,,,,
13121007808,1037805,Active,ALLEN HILLS APARTMENTS,"3155 Hickman Dr NW",Atlanta,GA,"30311-1423",1,Family,83,0,324,133,88,800004618,970,Profit Motivated,"1/1/1967",457,457,,,,,,,
13121007808,1108007,Active,PROVIDENCE AT CASCADE APARTMENTS,"320 Fairburn Rd SW",Atlanta,GA,"30331-1918",3,Family & Elderly,89,16,184,40,87,800237592,970,Profit Motivated,"3/1/1971",240,211,,240,,,,,
13121007808,1038579,Active,ALLEN TEMPLE,"3040 Middleton Rd NW",Atlanta,GA,"30311",1,,,,,,,,970,For Profit,"1/1/2001",457,,,,,457,,,
13121008102,1038525,Active,TOWNE WEST MANOR,"330 Brownlee Rd SW",Atlanta,GA,"30311-1800",2,,,0,102,6,,,970,For Profit,"1/1/2002",108,,,,,0,81,,
13121008102,1038630,Active,COLUMBIA COMMONS APARTMENTS,"2524 Martin Luther King Jr Dr SW",Atlanta,GA,"30311-1766",3,Family,96,,117,39,52,800237668,970,Multiple,"1/1/2003",158,,,158,,79,,,
13121008102,1038628,Active,ALTA POINTE APARTMENTS,"2640 Martin Luther King Jr Dr SW",Atlanta,GA,"30311-6101",1,,,,,,,,970,For Profit,"1/1/2003",230,,,,,202,,,
13121008102,1038573,Active,PEAKS AT MLK,"2423 Martin Luther King Jr Dr SW",Atlanta,GA,"30311-1783",2,,,0,0,0,,,970,For Profit,"1/1/2004",183,,,,,0,183,,
13121008102,1106509,Active,GATES PARK CROSSING HFOP APARTMENTS,"200 Peyton Pl SW",Atlanta,GA,"30311-1640",3,Elderly,,137,136,0,,800224405,970,,"1/1/2007",179,,,179,,174,148,,
13121008102,1038075,Active,SEVEN COURTS,"2800 Martin Luther King Jr Dr SW",Atlanta,GA,"30311-1539",2,,,47,104,20,,,970,For Profit,"1/1/2007",171,,,,,139,,171,
13121008102,1038267,Active,HIGHTOWER MANOR HIGHRISE,"2610 Martin Luther King Jr Dr SW",Atlanta,GA,"30311-1642",1,,99,,0,0,87,,970,Public Entity,"7/31/1982",129,,,,,,,,
13121008201,1038518,Active,DOGWOOD APARTMENTS,"1000 Harwell Rd NW",Atlanta,GA,"30318",3,,,0,0,0,,,1130,For Profit,"1/1/2004",420,,,,,0,0,,
13121008201,1038578,Active,AVALON PARK FAMILY,"2798 Peek Rd NW",Atlanta,GA,"30318-6072",4,,,84,100,35,,800227513,1130,,"1/1/2007",175,,,175,,136,136,,
13121008201,1038073,Active,AVALON PARK SENIORS,"2748 Donald Lee Hollowell Pkwy NW",Atlanta,GA,"30318-7973",1,,,,,,,800227512,1130,,"7/1/2009",136,,,136,,,,,
13121008202,1038610,Active,RIVERWOOD CLUB APARTMENTS,"901 Bolton Rd NW",Atlanta,GA,"30331-1301",2,,,,,,,,1090,,"10/1/1987",144,,,144,,,,,
13121008400,1037856,Active,SILVERTREE SENIOR ATLANTA APARTMENTS,"359 W Lake Ave NW",Atlanta,GA,"30318-8100",1,Elderly,97,97,0,0,91,800004607,990,Profit Motivated,"9/1/2009",98,97,,,,,,,
13121008601,1037842,Active,HOLLYWOOD/SHAWNEE APARTMENTS,"1033 Hollywood Rd NW",Atlanta,GA,"30318-3963",5,Family & Elderly,95,42,54,28,91,800219180,1130,Multiple,"6/1/1971",112,81,,112,,0,0,,
13121008601,1037903,Active,WOODLAND HEIGHTS - PHASE II,"2500 Center St NW",Atlanta,GA,"30318-3899",3,Family,85,22,158,16,91,800004745,1130,Profit Motivated,"1/1/1975",191,164,,,,0,,,
13121008601,1038436,Active,JOHNNIE B MOORE TOWERS                           ,"2451 Donald Lee Hollowell Pkwy NW",Atlanta,GA,"30318-8363",2,Elderly,97,55,0,0,74,800212852,1130,Non-Profit,"10/1/2018",55,55,,,,,,,
13121008601,1039004,Active,ETHERIDGE COURT DEVELOPMENT I,"2591 Etheridge Dr NW",Atlanta,GA,"30318",1,,,,,,,,1130,For Profit,"8/1/1970",164,,,,,164,,,
13121008601,1038524,Active,CROGMAN SCHOOL,"1093 Wedgewood Dr NW",Atlanta,GA,"30318-4553",1,,,,,,,,1130,For Profit,"1/1/2003",105,,,,,105,,,
13121008602,1038535,Active,PEAKS AT WEST ATLANTA,"1212 James Jackson Pkwy NW",Atlanta,GA,"30318-0657",2,,,36,24,120,,800231556,1130,For Profit,"1/1/2002",214,,,,,0,160,,
13121008700,1037905,Active,FLIPPER TEMPLE APARTMENTS,"2479 Abner Ter NW",Atlanta,GA,"30318-3468",2,Family,99,35,128,0,94,800004759,1130,Multiple,"1/1/1992",163,163,,,,163,,,
13121008700,1038606,Active,VILLAGES AT CASTLEBERRY HILL - JOHN HOPE HOME,"801 Northside Dr NW",Atlanta,GA,"30318",2,,,0,0,0,,,1130,For Profit,"1/1/1999",165,,,,,0,165,,
13121008700,1038556,Active,COLUMBIA ESTATES,"1710 Noel St NW",Atlanta,GA,"30318-4056",2,Family,,,44,54,,800237978,1130,For Profit,"1/1/2003",124,,,124,,62,,,
13121008700,1038632,Active,DWELL AT THE VIEW APARTMENTS,"1620 Hollywood Rd NW",Atlanta,GA,"30318-9203",2,Family,,72,72,72,,800242765,1130,Multiple,"1/1/2003",216,,,216,,194,,,
13121008700,1038131,Active,COULMBIA HERITAGE SR RESIDENCES,"1900 Perry Blvd NW",Atlanta,GA,"30318-3500",3,,,0,130,0,,,1130,For Profit,"1/1/2004",132,,,,,0,0,78,
13121008700,1038282,Active,COLUMBIA CREST APARTMENTS,"1903 Drew Dr NW",Atlanta,GA,"30318-3508",2,,98,,114,38,50,,1130,Multiple,"1/1/2003",152,,,,,80,,,
13121008700,1038283,Active,COLUMBIA GROVE,"1783 Johnson Rd NW",Atlanta,GA,"30318-8901",2,,100,,,,41,,1130,Multiple,"1/1/2007",138,,,,,138,,,
13121008700,1038540,Active,MANOR AT SCOTT'S CROSSING,"1671 James Jackson Pkwy NW",Atlanta,GA,"30318-3407",2,Elderly,,100,1,,,800233389,1130,,"1/1/2012",101,,,101,,101,,,
13121008700,1038281,Active,COLUMBIA PARK CITI,"921 Westmoreland Cir NW",Atlanta,GA,"30318-4021",1,,93,,,,44,,1130,Public Entity,"12/31/2004",61,,,,,,,,
13121008700,1039094,Active,COLUMBIA ESTATE,"1702 Wilma Dr NW",Atlanta,GA,"30318-4068",1,,100,,,,56,,1130,Public Entity,"1/31/2004",50,,,,,,,,
13121008800,1038308,Active,HAMPTON OAKS,"1955 LA Dawn Ln NW",Atlanta,GA,"30318-2053",1,,,,,,,,1130,Non-Profit,"1/1/1995",50,,,,,50,,,
13121008800,1038270,Active,MARIETTA ROAD HIGHRISE*,"2295 Marietta Rd NW",Atlanta,GA,"30318-1900",1,,87,,,0,89,,1130,Public Entity,"1/31/1982",129,,,,,,,,
13121008903,1038353,Active,MOORES MILLS VILLAGE,"2453 Coronet Way NW",Atlanta,GA,"30318-1338",1,,,48,112,12,,,1130,For Profit,"1/1/1996",152,,,,,152,,,
13121009101,1129978,Active,MECHANICSVILLE SCATTERED SITES,"1718 Peachtree St NW",Atlanta,GA,"30309-2452",1,,,0,0,0,,,1660,,"1/1/2016",74,,,,,0,,,
13121009101,1038263,Active,PEACHTREE ROAD HIGHRISE,"2240 Peachtree Rd NW",Atlanta,GA,"30309-1124",1,,85,,0,0,83,,1660,Public Entity,"7/16/1976",196,,,,,,,,
13121009200,1038264,Active,CHESHIRE BRIDGE ROAD HIGHRISE,"2170 Cheshire Bridge Rd NE",Atlanta,GA,"30324-5705",1,,100,,,0,81,,1540,Public Entity,"6/30/1976",162,,,,,,,,
13121009403,1038266,Active,MARIAN ROAD HIGHRISE,"760 Sidney Marcus Blvd NE",Atlanta,GA,"30324-3156",1,Eldery or Disabled,99,,0,0,92,,1540,Public Entity,"5/30/1980",240,,,,,,,,
13121009502,1002217,Active,CATHEDRAL TOWERS,"2820 Peachtree Rd NW",Atlanta,GA,"30305-2935",2,Elderly,95,195,0,0,55,800004667,1490,Non-Profit,"1/1/2013",196,195,,196,,,,,
13121009502,1037892,Active,CAMPBELL STONE APARTMENTS,"2911 Pharr Court South NW",Atlanta,GA,"30305-2172",4,Elderly,90,330,12,,67,800222372,1490,Multiple,"12/1/1999",342,106,,54,342,307,,,
13121009603,1037850,Active,CALVIN COURT,"479 E Paces Ferry Rd NE Ofc",Atlanta,GA,"30305-3311",2,Elderly,100,92,,,53,800004608,1490,Non-profit,"9/1/1969",241,92,92,,,,,,
13121009801,1037933,Active,JEWISH TOWER,"3160 Howell Mill Rd NW",Atlanta,GA,"30327-2111",2,Elderly,94,192,8,0,47,800005010,1510,Non-Profit,"12/1/2005",200,200,,200,,,,,
13121009801,1037870,Active,ATLANTA GROUP HOME                                ,"3095 Margaret Mitchell Dr NW",Atlanta,GA,"30327-1615",1,Disabled,,7,,,,800004606,1510,Non-Profit,"1/1/2015",8,7,,,,,,,
13121009801,1018449,Active,ZABAN TOWER                                       ,"3150 Howell Mill Rd NW",Atlanta,GA,"30327-2108",1,Elderly,99,60,0,0,65,800064660,1510,Non-Profit,"8/31/2018",60,60,,,,,,,
13121010001,1038265,Inconclusive,PIEDMONT SENIOR TOWER,"3601 Piedmont Rd NE",Atlanta,GA,"30305-1436",0,,,206,1,0,,,1300,Public Entity,"1/31/1977",208,,,,,,,,
13121010110,1037872,Active,"CAMPBELL STONE  NORTH APARTMENTS, INC            ","350 Carpenter Dr",Atlanta,GA,"30328-3364",1,Elderly,97,189,8,0,44,800004658,1430,Non-profit,"3/30/1979",197,197,,,,,,,
13121010205,1104647,Active,STERLING PLACE,"144 Allen Rd",Sandy Springs,GA,"30328-4861",2,,,0,0,0,,,1430,,"1/1/2015",100,,,,,,0,,
13121010208,1037924,Active,THE HELLENIC TOWER                                ,"8450 Roswell Rd",Atlanta,GA,"30350-2836",1,Elderly,100,125,0,0,93,800005008,1300,Profit Motivated,"8/27/1985",125,125,,,,,,,
13121010212,1038426,Active,ALLEN ROAD MIDRISE,"151 W Belle Isle Rd",Atlanta,GA,"30342-2527",1,,,,,,,,1300,Public Entity,"1/31/1981",9,,,,,,,,
13121010301,1038513,Active,RIVERVIEW APARTMENTS,"7350 Campbellton Rd SW Apt 1214",Atlanta,GA,"30331-8186",1,,,60,132,36,,,1106,For Profit,"1/1/2001",240,,,,,226,,,
13121010301,1038790,Active,ARCADIA AT PARKWAY VILLAGE,"5150 Thompson Rd",Fairburn,GA,"30213-7700",2,,96,,,,71,,1106,Multiple,"1/1/2009",292,,,,,292,,,
13121010301,1038711,Active,WOODBRIDGE AT PARKWAY VILLAGE,"5151 Thompson Rd",Fairburn,GA,"30213",4,Eldery or Disabled,97,0,0,0,59,800227739,1106,Multiple,"1/1/2011",150,,,150,,0,0,,
13121010301,1023826,Active,PROVIDENCE AT PARKWAY VILLAGE,"5095 Southwood Rd",Fairburn,GA,"30213-2239",4,Family,,0,0,0,,800239986,1106,Public Entity,"1/1/2016",150,,,150,,0,,140,
13121010303,1037940,Active,"CATHOLIC RETIREMENT FACILITIES, INC              ","2973 Butner Rd SW",Atlanta,GA,"30331-7882",1,Elderly,85,47,0,0,74,800004668,1090,Non-Profit,"9/1/2018",47,47,,,,,,,
13121010303,1038601,Active,WESTCHASE PARK,"1104 Westchase Ln SW",Atlanta,GA,"30336-4407",1,,,,,,,,1090,For Profit,"1/1/2005",224,,,,,224,,,
