"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic"," %Black Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","% Hispanic","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Peach County 999999",="13225999999",9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="47580",="31096",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pickens County 050100",="13227050100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pickens County 050200",="13227050200",132,95,127,100,1,8,1.7,212,332,354,14848,8895,2,37,28,13,20,14,-1,86,25,98,74,5,15,76,16,64,28,33,2,27,27,45,4,5,4,-1,1,-1,0,-1,103,100,110,57,26,17,12,9,9,69,="NA",="12060",="41932",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pickens County 050300",="13227050300",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pickens County 050400",="13227050400",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pickens County 050500",="13227050500",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="41932",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pickens County 050600",="13227050600",24,93,23,100,1,13,2.3,54,317,449,13766,5863,4,43,17,22,13,48,-1,52,22,96,83,4,48,74,43,24,50,15,-1,61,13,26,-1,17,13,-1,-1,4,0,-1,108,100,130,22,35,43,22,7,5,68,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pierce County 960100",="13229960100",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="48180",="57568",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pierce County 960200",="13229960200",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="48180",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pierce County 960300",="13229960300",129,96,126,100,6,10,1.7,220,248,457,11876,6801,2,54,21,16,7,33,-1,67,30,93,64,2,30,86,30,44,31,24,10,35,24,31,2,60,59,-1,-1,-1,1,1,67,100,108,61,13,26,10,23,21,60,="NA",="48180",="08284",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pierce County 960400",="13229960400",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="48180",="08284",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pike County 010100",="13231010100",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="85128",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pike County 010200",="13231010200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pike County 010300",="13231010300",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="38866",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pike County 010400",="13231010400",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010100",="13233010100",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16340",="02592",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010200",="13233010200",187,61,176,100,5,62,2.5,448,243,715,11390,4475,21,28,23,17,11,30,-1,68,27,90,64,3,64,87,63,24,38,11,13,55,14,19,2,54,52,1,-1,-1,2,50,27,99,134,16,45,38,11,10,24,72,="NA",="16340",="14500",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010300",="13233010300",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16340",="14500",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010400",="13233010400",78,-5,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,="NA",="16340",="14500",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010500",="13233010500",164,86,159,100,6,33,1.2,192,264,368,11485,9511,6,43,30,18,3,14,-1,85,31,95,53,1,6,70,6,61,22,37,3,25,23,48,3,36,33,-1,-1,1,3,17,46,14,191,87,9,4,4,22,37,75,="NA",="16340",="14500",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010600",="13233010600",59,88,54,100,5,48,2.5,134,238,636,10232,4123,20,34,17,15,15,26,-1,50,24,87,72,4,54,93,56,28,57,15,4,65,19,13,-1,72,72,-1,-1,-1,0,10,43,93,170,15,31,54,31,17,21,89,="NA",="16340",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 010700",="13233010700",100,90,92,100,5,39,2.1,194,224,651,10395,4929,18,35,23,13,10,25,-1,59,25,89,68,2,47,87,48,36,56,22,8,48,27,17,1,67,66,1,-1,-1,1,27,65,91,139,26,41,33,22,32,23,73,="NA",="16340",="66276",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Polk County 999999",="13233999999",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16340",="10104",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pulaski County 950100",="13235950100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pulaski County 950200",="13235950200",126,87,108,98,7,14,2.2,239,258,529,11753,5311,8,40,30,15,7,31,3,67,30,92,62,1,44,82,43,31,51,18,6,44,17,33,3,97,97,-1,-1,-1,0,4,78,100,88,42,29,30,10,21,40,71,="NA",="99999",="37396",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pulaski County 950300",="13235950300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Pulaski County 999999",="13235999999",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="37396",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Putnam County 960101",="13237960101",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="20550",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Putnam County 960102",="13237960102",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Putnam County 960201",="13237960201",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Putnam County 960202",="13237960202",173,88,145,95,5,7,2.3,335,266,413,11529,4990,17,28,27,17,10,34,-1,65,24,97,72,3,50,83,52,22,29,15,11,42,18,29,2,88,86,1,1,-1,1,-1,100,72,115,40,31,29,5,25,66,58,="NA",="99999",="26084",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Putnam County 960300",="13237960300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Putnam County 999999",="13237999999",14,92,13,100,5,-1,1.5,20,215,321,9167,5958,8,67,17,-1,8,31,-1,62,22,92,77,-1,15,69,15,50,-1,25,-1,38,38,23,-1,92,85,-1,-1,8,0,-1,54,23,92,69,23,8,-1,25,66,58,="NA",="99999",="26084",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Quitman County 960300",="13239960300",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="21640",="32528",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Rabun County 970100",="13241970100",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Rabun County 970201",="13241970201",75,98,73,100,4,15,1.5,113,260,375,11684,7548,-1,51,32,12,5,10,-1,90,31,95,64,-1,22,86,19,54,25,27,1,30,25,44,-1,1,1,-1,-1,-1,0,10,69,100,118,71,19,10,1,16,16,78,="NA",="99999",="16656",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Rabun County 970202",="13241970202",23,98,23,100,6,30,2.3,54,277,375,11884,5062,-1,43,35,13,9,43,-1,57,28,96,65,-1,52,70,43,17,40,11,13,48,17,22,-1,4,-1,-1,-1,-1,4,7,83,100,153,17,48,35,13,22,11,62,="NA",="99999",="16656",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Rabun County 970301",="13241970301",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Rabun County 970302",="13241970302",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Randolph County 790100",="13243790100",29,98,28,100,5,25,2.3,65,216,512,12565,5412,36,29,11,11,14,29,-1,71,31,86,75,7,46,93,54,21,50,11,11,64,14,11,-1,96,96,-1,-1,-1,0,10,120,89,62,29,36,36,18,32,53,67,="NA",="99999",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Randolph County 790200",="13243790200",173,90,161,100,5,29,2.1,346,223,526,9927,4619,18,36,27,12,8,19,1,71,26,94,65,-1,43,76,43,32,39,16,8,50,15,27,2,89,85,-1,2,1,1,7,68,95,70,52,14,34,7,36,67,71,="NA",="99999",="21072",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Randolph County 999999",="13243999999",34,95,32,100,5,16,2.3,72,219,474,10461,4649,22,50,19,-1,9,19,-1,81,26,91,78,-1,59,81,59,25,63,18,16,47,13,25,-1,100,100,-1,-1,-1,0,21,94,94,60,44,25,31,13,36,67,71,="NA",="99999",="21072",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 000100",="13245000100",342,96,331,100,6,19,1.2,411,227,578,9671,7789,14,53,23,6,5,7,0,92,21,98,85,-1,9,52,9,82,82,69,2,26,30,42,2,70,66,0,-1,2,2,29,82,12,199,87,9,5,3,27,39,65,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 000200",="13245000200",377,96,366,100,6,16,2.1,781,214,621,9363,4388,29,34,17,11,9,28,1,62,19,96,82,1,49,84,49,25,80,19,8,54,20,19,1,93,91,1,0,1,2,43,99,33,163,31,41,28,13,36,62,60,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 000300",="13245000300",62,95,62,100,6,15,2.7,166,217,639,9298,3473,23,38,10,15,13,26,-1,58,18,98,81,3,55,76,50,29,90,17,3,61,19,16,2,89,84,2,-1,2,3,31,102,98,177,23,32,45,16,37,63,77,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 000600",="13245000600",96,95,95,100,6,27,2,187,195,640,8224,4178,29,36,22,10,3,27,1,67,17,99,87,1,47,91,47,27,85,20,8,52,27,13,-1,93,88,3,-1,-1,4,38,84,100,140,23,63,14,23,50,73,50,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 000700",="13245000700",120,96,117,100,2,14,1.5,172,275,618,11783,8015,7,38,34,14,7,13,-1,86,25,97,74,-1,14,45,14,40,70,44,-1,15,15,70,3,94,94,-1,-1,-1,0,19,94,18,216,78,10,12,7,35,92,71,="NA",="12260",="XXXXX",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 000900",="13245000900",132,94,125,100,4,15,2.3,283,245,620,10704,4728,24,28,28,7,14,22,1,73,21,96,77,-1,50,79,50,25,76,23,6,47,18,30,-1,99,98,1,-1,-1,1,70,107,16,192,30,42,29,13,49,94,70,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001000",="13245001000",81,95,80,100,6,24,2,158,235,638,9756,4940,25,25,26,16,8,28,3,61,20,100,75,1,43,73,41,28,80,23,11,50,20,19,-1,86,84,1,-1,-1,3,51,83,99,167,31,49,20,23,28,53,70,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001100",="13245001100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001200",="13245001200",324,94,319,100,6,44,1.9,603,263,638,11218,5935,20,24,25,19,12,30,1,66,23,98,64,1,46,66,46,28,76,24,7,50,23,21,-1,87,86,1,-1,-1,1,15,58,68,146,37,51,12,14,24,56,77,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001300",="13245001300",26,94,26,100,4,19,3.3,85,231,636,9593,2934,23,32,14,9,23,38,-1,46,17,96,77,-1,73,92,73,20,100,14,12,62,23,4,-1,96,96,-1,-1,-1,0,16,60,100,197,4,42,54,12,20,60,80,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001400",="13245001400",54,96,53,100,6,30,2,107,274,631,11682,5786,8,34,38,12,8,25,-1,70,24,96,75,-1,36,81,36,29,84,29,2,34,17,47,2,100,100,-1,-1,-1,0,39,101,100,159,45,25,30,13,48,99,69,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001500",="13245001500",51,97,51,100,4,20,1.7,89,273,626,11531,6608,14,32,32,14,8,14,-1,84,25,96,71,4,16,61,18,48,71,39,2,27,25,45,2,94,92,-1,-1,-1,2,35,44,45,181,49,43,8,22,25,99,71,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001601",="13245001601",86,94,85,100,7,22,1.8,154,269,636,11159,6159,16,33,28,9,14,27,4,62,23,93,69,-1,32,79,32,17,65,26,-1,45,12,44,9,89,89,-1,-1,-1,0,34,116,73,139,55,24,21,7,40,82,23,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 001602",="13245001602",30,94,30,100,7,27,2.6,77,260,636,10954,4268,31,28,10,10,21,43,-1,53,21,93,73,-1,70,97,70,21,100,17,7,67,20,7,-1,97,97,-1,-1,-1,0,15,102,100,192,3,50,47,37,13,28,70,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010101",="13245010101",9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010104",="13245010104",36,94,36,100,7,28,2.6,95,259,636,11019,4175,28,19,19,17,17,56,-1,44,21,97,69,3,78,100,81,11,-1,6,14,72,14,-1,-1,94,94,-1,-1,-1,0,57,79,100,159,-1,75,25,11,12,45,22,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010105",="13245010105",9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010106",="13245010106",7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010107",="13245010107",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010201",="13245010201",16,88,13,92,6,8,1.8,23,293,467,12957,7323,-1,23,54,23,-1,8,-1,92,28,100,46,-1,15,23,15,80,100,48,-1,54,23,23,-1,15,15,-1,-1,-1,0,-1,158,31,129,85,-1,15,-1,1,23,75,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Richmond County 010203",="13245010203",44,95,44,100,7,7,3,130,377,610,16580,5612,12,19,14,28,28,41,-1,57,30,89,61,5,66,86,70,34,100,17,-1,84,9,7,2,86,80,-1,-1,-1,7,18,113,100,207,20,2,77,16,22,64,48,="NA",="12260",="04204",="NA",="NA",="GA",="NA",="NA"
